query_id,cleaned_query,label
77757,termite in sugecane,8
25496,tell me farm pond subsidy,6
43177,asking about sucking pest management in brinjal,6
62231,moonge kharpatwar niyantran karna hai,9
83874,information regarding weather mahendragarh,8
87407,asked about attack leaf miner on brinjal,6
76014,tell me information regarding to weather in,8
46171,tell me control thrips in brinjal,8
71145,leaf eating caterpillar in paddy seedlings,6
50050,farmer want to know about weather information in ashoknagar dist,8
46169,jangali suwar se bachav ka upay,0
87264,kapaas ki varieties,7
97722,varity of redgram,7
59194,information regarding bordeaux paint ratio in apple plants,6
33455,asking about the post emergence weeds in rice field,0
2848,asked about teak root rot management,6
43982,asking about chinnasalem sesame market rate,0
2007,information regrding weather of kangra,6
8631,nutrient management in the paddy crops,1
80384,termite control in mango,6
28395,drum seeder ki jankari,2
54453,black spot in bitter gourd,0
22814,tell me about weather information,8
58698,tell me weather report in nagaur,8
69619,tell me about yellowing controle in cotton,6
50773,weather of hathars,2
19796,tell me control of aphids in barley,6
21722,about weather information,1
21001,weather report of tamluk block in east midnapur,8
54877,asked about fertilizer dose of tomato,1
53889,weather information in rampur,8
67494,asking about market price of black gram in panruti,4
46276,farmer wants to know information about weather forecast of keolari at seoni district,8
990,asking about suitable paddy varieties for dindigul district,7
37124,chilies planting spacing for varieties and hybrids,0
4585,tomato weed management,0
71158,tell me shoot boror control in papaya,6
3089,asking about cuddalore fisheries department contact number,3
44777,pest problem in brinjal,2
56867,weed problem in 64 days paddy crop,9
73584,asking about rat control in paddy field,6
37139,tell me control of leaf spot in guava,6
20928,asking about control of stem rot in potato,6
39253,asking about leaf spot management in turmeric,6
78396,asking about brinjal shoot fruit borer management,6
6900,crown rot in ground nut,6
26589,weed control in urd crop,9
45283,for more about litchi,3
16322,nutrient management in ash gourd,5
58306,tell me contact number adh jdh kota,2
68625,asking about leaf curl management in chillie,6
91854,information about sugarcane seed treatment,2
243,spray after flower emergence in mango,6
98427,asking about suitable soil for coconut,2
99542,ask about anand agri university number,7
61502,information regarding control of fungus attack in phalsa,1
21534,dd agriculture ka number,4
81300,asking about control of white fly in bitter gourd,6
451,about weather information,7
89651,information regarding control of aphid in cotton,6
7738,fungal control in pumpkin,6
7139,tell me insect control in badam,6
54360,termite in paddy,0
2615,weather information in barbanki,8
57135,red gram root rot,6
77719,tell me flower fall down in cotton,8
86499,tell me fruit rot control in tometo,6
92151,asking about mn mixture foliar spray for guava,5
295,aam me deblossming ho rahe hai,0
19890,information regarding to weather in kaithal,8
15027,farmer want informetion about solar pump,3
96813,root borer ki problem,6
51102,asking about azolla seed availability information,8
31232,farmer needs information regarding weather for bankheri block of state madhya pradesh,8
51399,give me about weather information,9
33262,asking about sowing suitable alkaline resistant paddy varieties,7
89615,fertilizer use during flower emergence stage,5
60568,asking about sesame aphids management,6
53907,farmer need weather information of sagar district of madhya pradesh,8
95821,farmer needs information regarding market mandi rate of,4
92511,farmer need weather information of umaria district of madhya pradesh,8
98405,asking about rice earhead bug management,6
30484,tell me about insect controle in castor,6
47850,yellowing leaves,6
22469,insect control in maiza corp,6
60070,nutrient management in paddy crop,5
18593,funfal infuction in mango crop,6
13433,asking about weed management of mongfali,9
53940,asking about bhendi top fertilizer application for varieties,0
4657,dry rot of grame,6
79571,control of rhizopus rot in jackfruit,6
14770,asking about weather report for sivagiri,8
28859,regarding kisan credit card,8
45435,farmer need information regarding nutrient management in citruc,5
72053,farmer wants to know weather information in your damoh district,8
94425,solar pamp lena hai,3
44220,asking about control of stem rot in potato,6
45048,asking about attack of fruit borer on tomato,6
82761,sponge gourd ki buai,6
19376,shahjahanpur me ka mausam,8
19321,tell me disease cn guava,6
78356,hamirpurweather report,8
20092,asking about groundnut leaf eating caterpillar aphid management,6
98788,dbt problem,3
83058,farmer wants to know information about agriculture insurance,6
90404,fungus problem of paddy crop,6
77594,nutrient management of chillies after one months,0
45994,tell me contact number of animal deepartment,8
33862,information regarding sowing time of winter maize,0
46924,asking about the control of whitefly in pumpkin,6
56680,tell m einsect control in ber,6
98693,plz tell me weather information for kurebhar,8
53565,attack of thrips on bhindi,6
31114,give me fertilyzer dose for mentha,1
56539,adoni ap cotton market rate,4
80517,kirasi yantrikaran ke anudan ke bare me jankary de,8
42096,information regarding to weather bhiwani,8
32831,white fly control in bottle gourd,6
8060,farmer want to know information about weather forcast in zirapur block in rajgarh district,8
2523,tell me variety of bajra for fodder,7
49657,blast problem in brinjal,6
23092,algal bloom in paddy,9
96544,asking about weather forecast sailu tahsil,8
16731,varieties of scented paddy,7
63398,tell me growth in bajra,1
37022,tell me about gram mandi bav,4
32246,borer control in paddy,6
30425,water management in wheat,0
91896,asking about weather forecast mangrulpir tahsil,8
85028,tell me about variety of bhindi,7
24422,weed control in arhar,9
34659,asking about amaranthus sowing season,2
36770,thrips problem in bhindi,6
34960,weather report of pursurahhooghly,8
32290,chane me phli bedhak lag rahe hai,6
36527,asking about micro nutrient deficiency in mango,5
43507,information regarding stemborar control in wheat,8
18444,flower dropping control in mango,6
25564,shoot mould in sugerncane,6
78540,asking about watermelon foliar application,1
6845,asking about villupuram blackgram market rate,4
44164,asking about shoot borer management in brinjal,6
41972,tell me control of flower dropping in orange,5
57497,stem rod problem in paddy,6
51209,asking about acid lime growth regulator spray,5
72233,litchi growth,2
10220,tillering problem in paddy crop,5
31892,farmer want to know information about weather forecast in at ashoknagar district,8
1329,information regarding control of manganese deficiency in wheat,5
8225,farmer needs information regarding weather information for district of state,8
37178,tell me about aphid control in isabgol,6
95437,information regarding iari new delhi,8
89881,tell me control of insect in wheat,6
5305,tell me variety of brinjal,0
18423,root borer in watermelon,6
92845,farmer fair information,4
33662,asked about market rate of mosambi,4
31698,kisan credit card maphi me list me nam aane pr paisa nhi aaya kya karen,3
62601,irrigation ionfomation of radish,0
14005,tell me control of sucking pest in cucumber,6
43127,fertiliser dose for turmeric,1
43195,thrips tabacci onion,6
32261,tell me all weed control in wheat crops spray,9
90290,tell me leaf curl control in emon,6
70720,asking about the weather report of salboni block in midnapurwest district,8
13353,fungus controll in the cotton,6
85704,paddy crop gandhi bug control,6
8894,attack of gram pod boror,6
1685,nutrient managment in paddy,5
34695,weather information,7
55305,weathear of informeation,8
29973,plz tell me weather information for kanpur,8
35806,friut ki jankarri leni hai,0
40377,nutriet in wheat crop,5
17340,farmer need weather information of harda district of madhya pradesh,8
98859,asking about contact number of tindivanam regulated market,4
39724,termites in sugarcane,5
14805,asked about sowing time of brinjal crop,0
89562,tell me contact number ihitc durgapur,2
72642,asking about leaf blight management in citrus,6
70173,carrot ki varity,0
28689,tell me weather informetion,7
53451,farmer needs information regarding weather information for begamganj of raisen district of state madhya pradesh,8
36477,farmer needs information regarding weather information for mandsaur district of state madhya pradesh,8
30219,asking about kodumudi weather report,8
68121,asking about sugarcane trash composting information,1
10639,information regarding about weather of nahan,8
35183,whitefly bemisia tabaci in tomato,6
23168,tell me nutrient management,7
23598,information regarding yellowness in wheat crops,2
19699,asking about sowing season for ash gourd,0
23180,ask for junagadh agri uni contact number0285 2672080 ssk,4
39642,asking about co r51 total duration,0
77364,tell me black root control in gram,6
82725,weed management in paddy,9
4634,weed management of paddy crop,9
68369,sprayer machine lani hai,3
3044,information regarding control of root borer in apple plants,6
48235,tell me nutrient management of watermelon,1
85164,plant protection in cowpea,6
60198,yellow leaf of sugarcane crop,1
41799,farmer wants to know information about seed treatment of paddy,9
38399,rust in bean,6
83545,prevention of flower dropping in pea corp,6
25101,tell me about fruit cracking control,5
89376,ask about gernal informationall information provided thanks for calling in kisan call centre,0
56204,farmer wants to know about how to control insect sucking pest in pady crop,6
95983,asking about sucking pest in groundnut,6
13118,asking about top dressing fertilizer management for sugarcane,1
18691,fungus problem in tomato,6
1004,fertilizer dose ki jankari leni hai,8
72768,information variety of waterrmelon,0
44598,asking about root grub control in brinjal,6
59850,flower drop in brinjal crop,6
85104,farmer want to know information about fertilizer dose in sugarcane,1
82493,farmer wants to know information about weather for chhatarpur district,8
24742,tell me mandi rate of isbagol,4
87683,weed management in bajra,9
34457,tell me root rot control in groundnut,1
46112,asking about top fertilizer management in banananendran varietygarden land,5
24017,mango i jankari leni hai,6
68228,information regarding weather in panchkula,2
78606,farmer want to know about information of weather of chhatarpur district,8
4628,weather information of harhoi,8
1978,tell me infoa bout ag insurance,3
55284,information regarding weather in yamunanagar,8
24582,farmer needs information regarding mansoon forecast for his bhopal district,8
65412,aphid insect problem in wheat,6
25497,asking about the more growth of potato plants,6
62162,control of leaf eating caterpillar in bhindi,6
44066,,6
89745,pod borer in arhar crop,0
77303,arhar sookh raha hai,6
52254,reddening on cotton,5
11540,information regarding fertiliser doses in 10 year apple plants,1
43601,asking about foliar spray in brinjal,5
6536,asking about planting spacing for drum stick,0
7270,tell me aphid control in cumin,6
17037,tell me aphid control in mosambi,6
65742,wheat bikray ke bare me jankari,3
41383,weather information district allahabad,8
66018,pink stem borer control in maize,6
30199,gaaneme keet ki jankari leni hai,6
90628,kisan karj mafi yojana,3
1274,nutrient management,5
39666,farmer want to know information about how to control sucking pest in crop,6
85314,insect problem in ridge gourd,6
71772,market rate of cotton,8
67984,information regarding weather in panipat,2
62095,tel me pest control of cotton,6
39223,farmer need weather information of bilaspur district of chhattisgarh,8
28329,asking about coimbatore tnau pulses department contact number,3
86075,tell me control of blight in cumin,6
17227,varieties of sesame,0
1243,mausam ki jankari,9
86849,caterpilar in gram,6
15855,tell me nutrient management in neem,5
65611,plant protection in chili,6
31863,tell me subcidice in polyhouse,3
76765,tell me weather eport in bharsatpur,8
53324,askig about weather rain fallreport in barddhaman district,8
99961,asked about cotton root rot management,6
63418,tell me insect control of guava,6
3900,asking about power tiller subsidy availability,3
64725,tamator ki patti sikud rahi hai or patti me jalan ho rahi hai,6
69632,turmeic leaf eating caterpillar,6
77523,asking about fertilizer in sugarcane ratooning,1
63937,control of yellowish leaf spot in onion,6
1378,farmer need weather information of shahnagar tehsil in panna district of madhya pradesh,8
72119,farmer want to know information about how to control caterpillars in groundnut crop,6
693,farmer want to know information about control of fungal in onion crop,6
71919,information about weed control in sugarcane crops,9
12647,variety information of maize,7
65951,black spot in mango flower,6
92980,farmer needs information regarding how to control over growth in soybean crop,0
27275,insect and rot problem in pumpkin fruit,6
62093,stem borer in paddy crop,8
12728,control of fruit fly in cucumber,6
81660,asking about salem weather report,8
30862,farmer want to know information about how to control sucking pest in soybean rop,6
1079,tell me contect number of pusa delhi,4
54400,asking about need for vegetable marketing,4
10344,tell me about subsidy on farm pond,3
70569,onion leaf curl management,6
6715,dhan me deemak laga hai,6
98371,farmer needs information regarding weather forecast for sehore district,8
93139,asking about coconut pencil point disorder management,8
42982,asking about sowing season of onion,0
75969,how to control leaf caterpiller in lemon,0
82639,asking about red gram market forecasting detail,4
99910,query regarding to control weeds in rice field,8
53811,citrus mite damage,6
335,farmer wants to know information about weather forecast of in your distt,8
30005,asking about coconut planting soil type,0
64520,for calling kisaan call center,0
86297,khaira disease problem in paddy crop,5
32460,asked about fertilizer doses in cotton,1
69516,insect in banana crop,5
12955,asking about market price black gram,4
24359,farmer needs information regarding control measures of caterpillarslarva in tomato crop,6
99015,variety of soybean,7
41229,tell me about the control of root rot in onion,6
47332,tell me control leaf hopper in gvar,6
100191,farmer needs information regarding weather for neemuch dist,8
28047,disease control in jack fruit plant,6
50598,how to increase growth of chickpea,1
13098,information for kinova phasl ki jaankari,3
6336,tell me nutrient management in cotton,8
87972,mango malformation,6
94783,paddy weed management,9
51899,asking about sugarcene fertigation shedule from 1 to 210 days,8
4757,farmer wants to know weather information of morena district,8
14713,tell me control thrips in jhalawad dist,8
22161,fertilizer use information in paddy crop,1
18537,tell me thrips control in cotton,6
84838,information regarding weather of,8
63419,control for sheath blight in paddy,6
6800,control for damping off in bhindi,6
68485,farmer want to know information about weather of tonk khurd sub district,8
41959,tell me nutrient management in sapota,5
77346,farmer want to know information about how to control sucking pest in soybeen crop,6
73364,asked about vellore weather report information,8
47078,tell me about the variety of castor,7
71036,fruit cracking in lemon,5
43531,asking about weather report in bardhaman district,8
60505,planting distance for owa,0
75890,asking about chrysanthemum termites management,6
96168,mandi samiti ka number ki jankari,4
25244,asking about the micro nutrient supplement on banana,5
94778,dhan me bhure rang ke,6
28797,farmer want to know information about weather your ratlam district,8
90483,tell me spray of potassium sulphate,5
100166,asking about kancheepuram horticulture office contact number,3
39461,asking about thrips management in paddy,6
62288,control of root weevil in paddy,8
50640,pusha kisan mela ki jankari,3
23185,tell me variety of marigold,0
42435,information regarding to weather of fatehabad,7
11120,plant protection in soybean crop,6
91450,asking about krishi vigyan kendra senagipatti thanjavur contact no,0
44344,bitter gourd top dressing fertilizer management,5
80435,spacing of brinjal crop,0
38580,asking about the fertilizer recommendation for paddy,0
40834,tell me katra control in moong,6
35337,fertilizer dose for jowar,1
31562,tell me market rate in guar,4
64494,information regarding weather of basantpur,8
16178,fangul control information in citrus,8
71269,tomato information,6
32877,asking about micronutrient deficiency in papaya,5
45900,kisan panjikaran karane me samasya ho rahi hai,3
96509,tell me cut worm control in anar,6
45472,tell me termait control in cotton,6
58355,yellowing of fruit and leaves,6
82592,tell me sowing time of aloe vera,0
6682,early shoot borer in sugarcane crop,6
8669,tell me flower dropping control in cottan,5
8419,farmer want to know information about varieties of bhindi,2
48224,asking about weather information,6
25468,dhan ki baliyo par kide ki samasya hai,6
34472,maize fertilizer management,1
93848,nutrient of pointed gourd,5
89575,asking about control of yellow spot in cucumber,6
89554,please tell me about weather information,8
73604,variety of bajra,7
61495,farmer wants to know information about how to increase growth of bottle gourd,0
58838,asking about greengram harvesting process,0
65267,fungicides of chilli,1
20597,asking about weather detail in theni,8
29558,tell me variety of onion,8
75471,fruit dropping control in jack fruit,6
48016,irrigation information in wheat crop,0
30024,tell me fertilizer dose in lemon,5
6269,leaf curl in paddy,6
47449,tell me date of pusa mela,8
39566,tomato ki pattiyan sikud rahi hai,6
25252,kali tori ki patti pili padti hai aur fal gir jata hai,6
4149,information regarding to weather in yamunanagar,8
89017,tell me new variey of sugarcane,3
23453,asking about sago serve salem contact number,4
70380,asking about weed control in waste land,0
65371,asking about the control of shoot borer in brinjal,6
62455,control of blight in garlic,6
22860,tell me control of root rot in onion,6
95693,tell me about bankloan,4
7641,information regarding weather rewari,8
19298,flowering in arhar,0
98478,polly house information,3
82714,information regarding weather in jind,8
65441,paddy samba season of planting and varieties for erode,0
52800,asking about sangarapuram maize market rate,4
37373,variety of cauliflower,0
29291,fertilizer dose in bajra crop,1
19365,how to control leaf curl in cauliflower,0
72782,asking about pod borer control in black gram,6
28763,farmer wants to know information about how to control weeds in paddy crop,9
39559,how to increase size and production in soyabean crop,2
96474,tell me about insect control in gudal bittle,6
5426,tell me control inscet in tomato,6
88521,plz give me weather information in sitapur district sidhauli block,8
31901,farmer want to know information about weather forecast in parasia sub district,8
62878,blast disease problem in paddy crop,6
49878,information regarding for weather,8
23876,how to control white fly in urad crop,6
16591,asking about thiruvannamalai district horticultural department contact number,4
79725,farmer needs information regarding how to control sucking pest in soybean crop,6
71986,asking about gingee villupuram weather report,8
27103,about kcc information,3
15791,fertilizer spray for growth turmeric,1
36714,weather report of gazole maldah district,8
31537,tell me white controle in groundnut,6
90407,contact no,6
25742,information regarding weather report of shalai,8
68639,asking about weather detail for thiruvarur dist,8
36050,tell me about weather information,9
77317,information regarding weather in tohana,8
22753,asking about coconut market rate,4
52603,asked about varieties of bitter gourd,0
2425,weed control in paddy crop,9
19799,asking about onion fertigation management,5
49904,control for white grub in mung phalli,6
15104,regarding pin scab in apple,6
9838,attack of leaf eating caterpillar on chilli,6
17667,jalaun me barish,8
49296,attack of sucking pest on cotton,6
90929,plant protection of urd crop,6
34047,tell me market rate in cumin,4
52531,termite problem in mango,6
35091,weather information i sharanpur,8
74952,termite insect problem in tulsi,6
60789,asking about market rate of cotton in amarawati market,4
62478,asking about spray for controlling flower drop attack of thrips,1
31527,tell me weather information of bhilwara dist,8
91568,redgram leaf eating caterpiller management,6
75303,farmer wants to knows information about weather in garhakota tehsil in sagar district,8
54510,zinc deficiency in paddy,5
90841,mango nutrient management,6
49327,tubal lagwana hai,3
80312,gane me dimac lagi hai,6
15627,tell me lunkaranser mandi gvar rate,2
56117,asked about paddy co 46 variety duration days,4
74004,tell me variety of sorghumfodder,7
8142,asked about attack stem borer in pomegranate,6
22523,tell me about disease control in mango,6
35015,weather ofinformation,8
70893,asking about sesamum foliar spray management,5
31474,asking about brinjal leaf caterpillar management,6
87941,how to increase growth of pea,1
14069,weed management in sugarcane,9
34678,termite problem in paddy crop,6
83218,farmer need information regarding control measures of flower drop problem in aonla plant,6
38339,weather report of arambugh,8
23197,asking about control of cracking calyx in marigold,6
54970,farmer wants to know weather information of ujjain district,8
43480,tell me about the control of fungal infection in cauliflower,6
61198,tell me flower droping control in citrus,6
31441,seed treatment in sugarcane,3
88725,weather information district lalitpur,8
57897,information regarding weather in jind,8
19515,loose smut of wheat,6
17592,information about weather of manipuri,8
15987,weather forecasting for goharganj tehshil raisen district of madhya pradesh,8
6755,tell me about the mandi rate of gram,4
61741,tell me fruit fall down in guava,2
53653,utha alihiand green caterpillar,6
42399,give the information about fishries,2
26368,varietis of groundnut,7
80987,information of fertilizers in thepaddy crop,1
8143,asking about azolla seeds availability details,3
37593,tell me insect control in chilliesh,6
37186,asking about groundnut foliar application,5
72631,tell me about insect control in,6
58943,krashi upaj ki khareed sarkar kab karegi,3
45203,seed rate of chillies,0
89401,asking about sugarcane leaf blight management,6
51083,tell me weed control of lucerne,9
67273,farmer need weather information of your ujjain district of madhya pradesh,8
55250,,8
54623,asking about weather detail for tiruvarur disrtict,8
24708,asking about the control measure for blight in tomato,6
29578,farmer wants to know information about weather in ashoknagar dist,8
68901,farmer want to know information about how to control weeds in maize crop,9
17582,pls tell me weather information for amouli,8
63664,asking about increase yield in groundnut,5
3126,asking about fertilizer management in black gram,1
95540,asking about sheath blight in paddy,6
16712,control of mealy bug in pointed gourd,6
77886,information regarding weather in panipat,2
77978,fertilizer spray on guava,1
79037,plant protection,6
10928,asked about helpline no for pradhanmantri fasal bima yojana,8
20838,information regarding control of leaf folder and stem borer in paddy,1
11537,asking about weed management in sugarcane,5
57089,farmer wants to weather information of dhar district,8
34468,spider problem in bananas,6
73843,how to control leaf curl in guar crops,6
83838,information of waether in deoria,8
77390,farmer want to know information about weather of panna dist,8
45674,farmer want to know information about weather of your betul district,8
21741,farmer want to know about bhavantar bhugtan scheme,3
17330,ganne me growth ke liye kya dale,5
5097,farmer needs information regarding control of caterpillar in brinjal,6
25595,asking about tomato sowing season,6
95260,farmer wants to know information about govt schemes of horticulture,6
36902,dhaan ke fsalo me kalle kat rahe hai kta daale,6
25845,tell me control of leaf yellow in,6
92693,asking about the weather report of ganga jolghati blockbankura,8
8496,control of rice hispa pest,6
54901,insect problem in chilli,6
97666,asking about whitefly management in jasmine,6
81664,fertilizer dose in citrus,1
63503,market rate of pomegranate,8
4832,ganne me gidar laa hai,6
31050,asked about attack of caterpillar on okra,6
78777,yellow vein mosaic problem of okra,6
63784,leaf folder insect in paddy,6
76606,plant protection in bail,6
40324,tell me about blight control in tomato,6
54019,asking about weather forecast nagar tahsil,8
96523,farmer want to know information about weather of anuppur dist,8
94695,poor growth of maize,5
35476,asking about weather forecast mangrulpir tahsil,8
14113,about weathearin information,8
98079,tell me about varieties of guava,0
55856,insect problem in okra crop,6
25298,attack of caterpillar on cabbage,6
55103,kisan bima ka labh kaise milega,0
27678,insect pest control okra,6
3982,control of tip blight in onion,6
77279,asking about weather report in maldah district,8
100179,tell me weather report in pg,8
26300,tell me control of sucking pest in brinjal,6
83264,weather forecasting for manasa tehshil nemuch district of madhya pradesh,8
36739,farmer wants to know about how to increase flowering in urd crop,6
52516,disease problem in mango,5
71460,tell me black root control in guar,6
43708,hume wo kitab chahiye jisme sari fasalo ki jankari milti rahe,0
92497,farmer need information regarding control sucking pest in garlic crop,6
36087,weedicide for mentha,6
76039,farmer want to know information about how to increase growth of maize crop,0
22938,how to control fungal disease in gram crop,6
24177,plant protection of jowar crop,6
95784,groundnut top dressing fertilizer management,1
16833,askning about salem forerst departmet contact number,3
89328,asking about weather forecast malegaon tahsil,8
37457,how to improved growth in tomato,6
14161,asking about paddy ir 20 variety duration days,7
73357,asking about crop insurance details,8
52824,farmer wants to know about weather of dewas dist,8
10868,tell me about weather information,9
78911,tell me fungus control in mango,6
29631,asking about bulbrot in small onion,6
12827,information regarding about weather of gohar,8
70136,control of weed in transplanted rice of 8 dat,9
44813,maosam ki jankari,8
76107,nutrient management in soybean,5
28402,farmer needs information regarding weather information for sidhi district madhya pradesh state,8
63580,tell me about fruit creaking control in citrus,5
14800,doseage of avtar,6
69015,weathear information,7
45346,fertilizer use in banana,1
47691,urd ke variety sambandhit jankari,7
73213,gahu me mahu lge hai,6
20143,tell me variety of bhindi,8
45662,ganne ki pati kali hai,3
50183,asking about pest control in small onion,5
67115,solan university number,6
50576,spray for onion,1
17445,tell me mandi bhav of gram in bikaner,4
41058,tell me nutrient management in chillies,6
37375,asking about for flowering on chillies,5
64311,aphid in wheat crop,6
89473,increasing milk yield of cow,8
27989,fertilizers for elephant foot yam,0
38159,what nutrition gives to our cattle,3
78161,sarifa me phol gir raha hai,6
57573,asking about tractor farm machinery subsidy information,7
63277,plant protection in bengal gram,6
77808,fruit borer in tomato,6
18525,information regarding animal husbandry toll free no,8
21519,farmer want to know about information about weather in indore district,8
94040,asking about stop extra growth of,1
3847,tell me disease control in mango,6
57566,farmer need information regarding control measures of white fly in cowpea crop,6
84902,farmer want to know information about how to increase growth of maize,1
1821,information regarding weather of mahendragarh,8
53558,attack of leaf eating caterpillar,8
60357,information regarding nutrient management in paddy,5
39643,asking about maize fertigation schedule,1
80919,asking about button shedding in coconut,0
38854,tell me nutretmengment groundnut,1
13844,growth information in wheat crop,0
16334,tell me weedici,6
62030,farmer needs information regarding how to control sucking pest in soybean crop,6
25457,information for control in white fly in cucumber crop,5
37027,tell me white gurb control in bajra,6
83818,information regarding weather of hisar,8
97761,asking about cotton intercrop,7
99535,information regarding to weather in jhajjar,8
19073,weather information of itwa siddharthnagar,8
60436,asking about thanjavur weather report,8
94480,information about cabbage,0
60637,blossom is falling in mango,5
43983,wheat msp infarmetion,3
5265,contact number of grape research centre,3
7337,baigoun ke poudho ka galana,5
93807,tell me about black leaf spot control in groundnut,6
18436,farmer needs information regarding weather for sardarpur block of state madhya pradesh,8
79482,torai ki patti sikur rahi hai,6
12511,insect attack in cotton,6
71064,weather information in fatapur,4
84710,fertilizer spray for brinjal,1
73406,tarbuj ki pattiyan sikud rahi hai,6
29824,asking about ulundurpettai weather report,8
62425,please give me weather information,8
63169,mausam barabanki,8
61201,asked about root rot of paddy,6
14496,farmer want to know information about weather of your ratlam district,8
50331,farmer want to know information about how to control weeds in shorgum crop,9
36108,asking about control of mite in bhindiokraladysfinger,6
37625,control of leaf spot in chillies,6
72329,teel me nutrient management in onion,5
22735,information regarding how to control stem borer in jwar,6
61747,asking about planting distance of elephant foot yam,0
73288,weather inforamtion in kheri,8
60843,farmer need weather information of morena district of madhya pradesh,8
1278,today jan 10 66 39f mild with plenty of sun thu jan 11 62 37 hazy sunshine more fri jan 12 62 35 mild with hazy sun more sat jan 13 61 31 sunny and nice more sun jan 14 57 31 sunshine,8
81794,root rot diseases in maize,6
67103,tell me control of bacterial blight disease in gram,6
83437,regarding alternaria in apple orchards,6
22771,asking about weed management for sesame,9
63156,information regarding how to control mixed weeds in wheat crop,8
37962,asked about green gram flower management,0
68804,askign about banana leaf blight management,6
53288,tell me subsidy on solar plant,3
97107,asking about season of sowing for tomato,0
95519,how to control caterpillar in soybean crop,6
85421,aloe vera ki jankari leni hai,0
47988,farmer need information regarding control sucking pest in cotton crop,6
59763,early post emergence herbicide use of groundnut,9
18045,asking about powdery mildew in chilli,6
64627,weed in maize,9
2633,farmer wants to know information about weather forecast in harda district,8
67779,asking about coconut fertilizer management,1
84330,use fertilizer in paddy nursery,1
23501,farmer needs information regarding weather forecast for ichhawar tehsil,8
92049,central institute of medicinal and aromatic plants ka contact number chahiye,8
85308,tell me root rot control in dhan,6
39694,info regarding weather of solan,6
15756,tell me white rust control in musatrd,6
28045,vermi compost,0
55574,spray for increase flower in lemon,5
27832,farmer need information regarding weed managment in onion crop,6
43544,tell me subsidy on tar baunding,3
52705,leaf folder control in paddy crops,6
31113,farmer need weather information of panna district of madhya pradesh,8
29540,weed control for urd,9
60426,tell me about nutrient management in wheat,5
57502,information regarding control of zinc deficiency in gram,6
24718,weed control in sugarcane,9
50672,farmer needs information regarding fruit borer attack in bhindi tomato and brinjal crop,6
77108,asked about banana fertilizer management,5
8369,asked about weather foprecaste,8
12055,information regarding weather in mahendragarg,8
10185,farmer want to know information about how to control sucking pest in groundnut crop,6
98439,information regarding to weather bhiwani,2
1754,when is the pantnagar farmer fair,3
33387,asking about curry leaf spacing,0
70802,farmer wants to know information about how to increase growth of soybean,0
37101,farmer wants to know information about khargaon district,8
65359,gummosis problem in mango,6
58825,farmer want to know information about weather forecasting for ujjian district of madhya pradesh,8
58884,asking about weather report for usilampatti,8
29813,tell me spray of micronutrient orange,6
73215,weed management of paddy crops,9
72569,information regarding control of neck blast in paddy for control of neck blast in paddy spray tricyclazole75wp 120,6
38039,information about weather of una,8
91870,mango leaf hopper in mango crop,6
31989,tell me growth in lemon,1
55737,farmer need information regarding control sucking pest in soybean crop,6
5666,information regarding weather in,8
13116,asking about foliar spray for tuberose flower bud increase,5
1745,asking about combined nutrient spray in groundnut,5
79827,asking about trichy today weather report,5
21360,tell me gurb control in green gram,6
13314,sucking pest in paddy crop,6
47390,asked aboutattack caterpillar on cotton,8
100382,weather forecasting for mungaoli tehshil ashoknagar district of madhya pradesh,8
38873,control of stem borer,6
76174,asking about weather forecast tahsil,0
97936,spary,8
71617,farmer want to know information about complaint for revenue,3
88163,tell me cut worm control in bottle guard,6
10304,information about maize,9
45434,asking about basal fertilizer management for bellary onion,1
94167,asked about tomato flower drop management,5
10506,asking about jasmine foliar spray,6
66446,farmer want to know information about control of fungal attack in cauliflower crop,8
90467,mausam ke bare me,8
98134,asking about control of stem rot in bitter gourd,6
52138,information regarding control of zinc deficiency in wheat spray 25kg urea 500 gm zinc in 100 ltr of water acre,1
57126,information about kisan credit card,3
42599,farmer wants to know information about caterpiller in soybean crop,6
19304,information regarding first irrigation to moong,0
28845,leaf catterpillar control in cauliflower information,6
90633,med ke kinare kaun sa paudha laga sakate hai,6
47331,information regarding weather in kaithal,2
15904,tell me about weed control in cotton,9
6896,asking about drum stick planting season and variety,5
61289,asking about erode today weather report,8
69606,attack of sugarcane wooly aphids attack of sucking pest attack of thrips attack of aphids attack of jassidsleaf hoppers,6
46001,asking about the control of karandighi block dinajpurnorth,8
849,tell me insect control in onion,0
5981,farmer need information regarding control measures of caterpillars attack in green gram crop,6
83753,barseem me root rot problem,6
61986,information regarding farm package and practices,0
54488,farmer needs information regarding weather forecast for seoni district,8
47098,plant protection infarmetion of rose,6
98845,give the information about weather,8
43353,wilting in cauliflower,6
16292,asked about weather information,3
35744,tell me nutrient management groundnut,5
81492,control for leaf hopper in urd,6
26667,fungus cantrol of paddy crop,0
71874,tell me treatment in cumin to protect from wheat rust,6
59505,tell me about the control of fungal infection in paddy,6
8786,weather information in rampur,8
22951,farmer need weather information of your rewa district of madhya pradesh,8
48809,tell me control of flower dropping,6
63939,blight control management in cucumber,6
8629,tel me weather report in barmer,8
7798,growth sprayer on bhindi,1
73689,information regarding pau contact no,1
24719,control of white fly in cowpea,6
75644,asking about cotton spacing,1
14892,which fertilizer and nutrient give for better growth in okra crop,1
98009,tell me control of pest in chilli nursary,6
99773,leaf roller in paddy,6
29,nutrient management in narsary,5
