query_id,query,label
51091,Asking about foliar spray for Brinjal in organic growth regulator,5
55367,flower and fruit setting problem in chilli ?,6
64025,Farmer wants to know information about How to control in  fungal attack in tomato crop?,6
70942,information regading control of white fly and catter pillar in cotton?,0
47862,Asking about Sowing season is paddy,7
44391,Information regarding weather in Bhuna ?,8
38421,dhan me dimac laga hai ?,6
56136,Asking about budworm and thrips management in Jasmine plant,6
6219,GANNE KO KITNI DURI PAR BOOYE...?,0
9770,how to control green leaf hopper in cotton crops?,6
29128,asking about foliar spray in banana,5
86605,tell me pest control in chilli ?,6
89449,"ASKING ABOUT WEATHER REPORT IN NADIA DISTRICT,KARIMPUR- 11  BLOCK",8
28653,ASKING ABOUT SPACING OF ELEPHANT FOOT.,0
79615,TELL ME ABOUT SUBSIDY ON TAR BAUNDING ?,3
58749,Information regarding Weather in Kaithal  ?,8
88297,plant protection in pointed gourd.?,6
51946,TELL ME FOR CONTROL OF WHITE GRUB,6
85425,WEED MANAGEMENT FOR 15 DAYS OF RED GRAM CROP,9
5467,ASKING ABOUT WEATHER REPIORT OF WEST MIDNAPUR DISTRICT,8
3743,DHAN ME PEST CONTROL....../,6
36343,ASKING ABOUT CONTROL OF APHID IN MUSTARD.,6
40322,hindi,7
77751,INFORMATION REGARDING THE VARIETIES OF SOGHUM(CHARRI) ?,7
86762,Farmer  wants  to know information about how to control stem borer in paddy  crop?,6
79484,var. of cucumber?,0
85056,Information regarding  weather in BHIWANI ?,8
46438,Attack of Jassids/Leaf hoppers?,8
84805,"asking about  Krishi Vigyan Kendra, Sirugamani, Trichy District contact no.",0
18930,farmer want to know information about  how to increase growth of soybean ?,0
91499,How to control canker of apple?,8
78354,insect problem in tomato,6
38914,TELL ME RAJFED TOLLFREE NUMBER ?,3
70285,TELL ME CONTROL OF POD BORER  IN GRAM  ?,6
8909,dhaan ki fasal me kya uravarak dale ?,1
49080,insect problem of paady crop....?,8
18468,2nd dose of fertilizer of groundnut?,0
57694,TELL ME APHID CONTROL IN BAIL,6
72499,Disease control in Coriander Crop   ?,6
46692,plant protection in Ash gourd (petha),6
54302,NO FLOWER,6
54428,Asking  about Dindigul today weather Report,8
18579,Farmer want to know information about weather report in raisen district?,8
36609,Bacterial leaf blight in Paddy,6
9791,TELL ME CONTACT NO. Krishi Vigyan Kendra,4
16119,Asking about Kattupakkam KVK contact number,3
99424,TELL ME KRISHI PANT BHAWAN,4
48470,Asking about maize sowing season,0
51505,ATTACK OF SHOOT BORER ? ????? ??? ATTACK OF GRAM POD BORER ? ???? ???,6
59596,Weather forecasting for Narsimhapur district of Madhya Pradesh?,8
26627,Farmer need weather information of Sehore district  of madhya pradesh.?,8
19043,CONTROL OF SUNDI IN GRAM ?,2
58205,Farmer need information regarding control measures of white fly in  crop.,6
25363,??? ?????? ???? ??? ??????? ????? ?? ?????? ????? ?? ?? ??????? ?? ??  _ information regarding weather forecasting?_,8
77767,Asking about Basal fertilizer management in sugarcane,5
4451,TELL ME ABOUT  CONTROL OF FLOWER DROPING IN COTTON,5
74670,Asking about Cercospora leaf spot management in cotton,6
99015,variety of soybean ?,7
17601,farmer want to know information about weather information in Betul district?,8
23243,Asking about Gingee (Villupuram) weather report,8
27424,"???? 3-4 ??? ?? ????? ?? ???????? ????  ??, ??  ???? ??? ?? ???? ???",8
55819,Asking about onion sowing season,8
17051,Information regarding Weather of  thanesar ?,8
21461,ASKED ABOUT GREEN PEA MARKET RATE?,4
92069,information regarding urea fertilizer dose in musturd ?,1
54357,asking about weather report for kodaikanal,8
79416,CONTROL OF DIAMOND BACK MOTH IN CAULIFLOWER,6
100242,disease problem in brinjal,6
66534,Information regarding weather in Dadri ?,8
82016,CONTROL OF YELLOWISH LEAF IN BLACK GRAM.,6
59459,TELL ME APHID CONTROL IN TOMETO ?,6
59025,dhan ki pattiya pili par rahi hai .....?,2
22739,information regarding how to control leaf minor in tomato plants ?,6
25650,ASKING ABOUT CONTROL OF FLOWERS DROPPING IN POINTED GOURD,6
83147,wheat aphid control infornation..?,6
1534,TELL ME SUBSIDY IN HONEYBEE,2
33835,CONTROL OF YELLOWISH FRUIT IN RIDGE GOURD.,6
95831,Asking about Root snapping in Paddy,1
54339,TELL ME CONTROL OF FLOWER DROPPING ?,5
70498,fasal sambandhi massage nahi prapt ho rahe hai?,3
761,Nutrient management in chillies crops ...?,5
39996,Information regarding weather report of chaupal ?,8
67419,variety of bitter gourd ?,6
30593,Information regarding Weather report of saloh ?,8
45071,TELL ME DISEASE CONTROL IN OPIUM ?,6
4412,Attack Of White Fly on tomato ?,6
95191,BENGALGRAM NUTRIENT MANAGEMENT,5
53664,Information regarding control of root borer in Pea?,0
66318,insect control in paddy crop ?,2
12433,INSECT INFESTATION IN SPONGE GUARD,6
44365,Farmer need weather information of sironj tehsil vidisha district of madhya pradesh ?,8
17784,information of weather,8
20080,asked about nutrient for gladiolus ?,5
92316,nutrient management of ratoon sugarcane....?,5
67947,Weather Information District Jalaun....?,8
46341,TELL ME CONTROL OF FRUIT CRACKING  ?,6
85212,poly house lagwana chahte hai ?,0
85170,Direct showing of Paddy varities ?,7
42492,asking about paddy market rate at vellore,4
96296,asking about Root rot management in tomato,6
5918,Asking about cotton plus availability,5
6369,Asking about thiruunelveli today weather Report,8
82189,ASKED ABOUT RED MITE IN CUCUMBER CROP.,6
46660,Weather forecasting for raisen district of Madhya Pradesh?,8
53750,tell me fungel control in gram,6
89594,yellow leaf in bottle gourd ?,0
3594,Gipsam khan se milegi?,8
42434,TELL ME ABOUT PEST CONTROL IN COTTON,6
99061,Farmer wants to  know information about weather of Your chhindwara district?,8
72026,ASKED ABOUT GOVT SCHEMES.,0
73341,Plant protection in tomato......?,6
95962,asking about Boran deficiency in bhendi,5
90382,Stem rot control in paddy crops..?,6
23095,Insect control in urd crops ?,8
44948,TELL ME ABOUT PEST CONTROL IN CHILLI ?,6
46927,TELL ME MANDI BHAW OF CUMIN IN BADMER,4
302,Cemical Z- 78 kaha milega ?,3
4785,TELL ME PEST CONTROL IN GROUNDNUT,6
88390,rust problem in sugarcane crop..?,6
79013,Farmer wants to know information about weather in umaria district?,8
32106,aalu ki fasl  me chechk he,6
350,Information Regarding Imroved growth in paddy crop ?,1
83211,Asking about root rot in groundnut,5
29124,Asking about orange flower drop,5
63339,TELL ME CONTROL OF FLOWER MOONG,5
42416,INFORMATION REGARDING DISEASE CONTROL IN BERSEEM ?,6
46014,Information about treating seeds before sowing ?,0
43602,TELL ME JEERA RATE OF BARMER MANDI,6
13234,distance information of anar fruit..?,0
74390,solar pump pangikaran information...?,3
31711,Information regarding weather HISAR  ?,8
19878,TELL ME SEED TREATMENT IN WATER MELON ?,6
10334,Information regarding Weather in Yamunnagar?,8
75679,TELL ME WEEDIICDE IN GROUNNDUT,6
76070,weed management in banana..?,0
31855,mausam kei jankarei,8
18454,Farmer needs information regarding weather  for dhamtari district of chhatishgarh state?,8
13926,information regarding dosage of regent in paddy ?,1
55020,FARMER WANT TO KNOW ABOUT WEATHER INFORMATION ?,8
22538,farmer want to know information about how to control stem  borer in wheat crop?,6
25624,asking about leaf spot management in Pumpkin,6
696,Asking about capsule borer in Castor,6
21205,shoot and fruit borer in brinjal,5
75570,Asking about Downey mildew management in small onion,6
39804,"Asking about Suitable Agri, horti crops for this season (feb-march)",7
68973,TELL ME VARIETY OF BAJARA ?,7
60934,asking about subsidy information,3
20669,TELL ME ABOUT THE VARIETY OF SOYBEAN,7
75420,brown spot in  paddy,6
60395,Weather Information District mahoba....?,8
35490,weed management in mentha ?,6
71506,"ASKING ABOUT WEATHER REPORT IN BARDDHAMAN,PURBASTHALI-2 BLOCK.",8
75724,LALITPUR ME BARISH KI JANKARI DE...?,8
8155,TELL ME FLOWER DROPING CONTROL IN ANAR,6
1242,Flower drop in lemon crop ?,6
69193,TELL ME  INSECT CONTROL IN GUAVA,6
11316,Asking about Farm pond subsidy information,3
25762,TELL ME NUTRIENT MANAGEMENT  ONION  ?,5
26119,neel gay se fasal bachaw ki jankari de ?,6
75388,Plant protection in Maize crop ?,6
12936,TELL ME CONTROL OF FLOWER DROPPING IN MANGO,6
70983,"plz, tell me weather information for angina?",8
47386,Information regarding weather forecasting in Ambala ?,8
512,ASKING ABOUT THE CONTROL OF LEAF CATERPILLAR IN BRINJAL.,6
88487,Farmer wants to know information about update of registration of advisory service?,8
94787,Farmer wants to know information about weather forecast in Rajgarh district?,8
94963,information about weather of banda ?,8
4453,TELL ME WEATHER INFORMATION OF HANUMAANGARH MANDI,8
28849,2 h.p solar pump lagwana chahte hai kya karna hoga?,3
86421,TELL ME DIGGI SUBSIDY,4
49421,Udumalpet maize  market rate,4
66379,asking about Foliar application in black gram,5
5542,Information regarding to goverment scheme ?,3
61968,Grasshopper problem in sugarcane crop ?,6
9318,telring booster of sugarcane...........?,5
74876,sking about ATTACK OF SUCKING PEST on cotton ?,6
44912,top shoot borer  ki problem in sugarcane crop,6
4018,Asking about weather forecast Nandura Tahsil ?,8
72879,information oif weather..?,8
2467,Asking about watermelon foliar application,5
15069,ASKED ABOUT APHID IN RIDGE GOURD.,6
27156,ASKING ABOUT WEATHER REPORT OF MAYURESWAR-II BLOCK IN  BIRBHUM DISTRICT .,6
2443,"WEATHER REPORT OF KRISHNANAGAR,NADIA",8
9730,"For agricultural machinery,equipment ?",8
82784,brown spot problam in rice crop,6
59573,asking about foliar spray for sesamum,5
20969,asked about Thiruvannamalai weather Report,8
41987,Arecanut top dressing fertilizer management,5
56359,Farmer want to know information about weather of district?,8
2674,ATTACK OF CATERPILLAR on brinjal ?,6
53420,ORIENTAL INSURANCE COMPANY,3
99632,solar pump information,3
65014,bajra variety,2
25309,FARMER ASKED ABOUT MARKET RATE OF SOYBEAN  ?,4
2378,PLANT GROWTH ..?,1
70802,Farmer  wants to know information about  how to increase growth of soybean ?,0
70305,ASKING ABOUT MICRO NUTRIENT DEFICIENCY IN CAULIFLOWER.,5
83941,Farmer needs information regarding weather forecast for bhander tehsil ?,8
15990,weather information of firozabad ?,8
82953,variety ?,7
67878,ASKED ABOUT turmeric GROWTH SPRAY?,5
96431,Pokka Boeng Disease problem in sugarcane crop..?,6
4933,Farmer wants to know about  rate of bengal gram at Rajnandgaon mandi of chhattisgarh?,4
42469,TELL ME INSECT CONTROL IN MUNGFALI ?,6
84801,TELL ME DIE BACK CONTROL IN LEMON ?,1
20200,Insect management in sugarcane?,6
533,Farmer needs information regarding control measures of mites in urd crop?,6
28919,insect attack in bottle gourd?,6
35338,weed  control in field ?,9
94210,PLZ TELL ME CONTROL OF GRASS HOPPER IN SORGHUM,6
49261,Information regarding of poly house ?,8
48463,ASKING ABOUT WEATHER REPORT OF DHANIAKHALI BLOCK HOOGHLY DISTRICT,8
74425,Asking about cheyyar committee Market contact number,4
28523,STEM  BORER INSECT PROBLEM IN MAIZE,6
30508,Farmer wants to know information about weather in  ratlam   dist.?,8
94107,NUtrient management in sugarcane  ?,5
15850,farmer want to know information about how to control sucking pest in  soybean crop crop?,6
41567,Tell me about weather informatin ?,8
47654,weather information of ramnagar barabanki?,8
28663,varieties of guar,7
86747,TELL ME CONTROL OF FLOWER DROPING,2
76626,Information regarding how to control of leaf folder in paddy crop ?,6
43992,VARIETY OF TOMATO,7
83471,Weedicide for herbicide for til ?,9
1321,late blight of potato........?,6
13135,Asking about Red ant in chilli,6
12169,about weather information..?,8
80318,TELL ME ABOUT PUSA MELA ?,2
61507,Farmer needs information regarding weather information for chhatarpur district of state,8
34706,Department of Horticulture and Food Processing,3
36377,ASKING ABOUT CONTROL OF FOOT ROT IN BHINDI,6
100410,Asking about red beetle in Ash gourd,6
63953,information paddy ?,6
60574,"Information regarding control of Whitefly, Aphids, Thrips, Mealy bugs in Tomato?",6
30387,growth problem in bengal gram ?,1
3957,Asking about how to decompose sugarcane leaves,5
91999,TELL ME ABOUT VARITIES OF SESAME ?,7
33562,asking about How to increase fruit setting for chestnut,6
61463,asking about ant control in sapota,6
19342,TELL ME MSP OF GRAM IN 2018 ?,4
8473,varieties of bhindi ?,6
42888,Asking about Mosaic management in ash gourd,6
80133,asking about sesamum sowing season,0
15997,asking bout Thirunelveli weather Report today,8
49497,NPK 19:19:19 Gred ka dose in Sugarcane Crop?,1
84364,TELL ME ABOUT THE CONTROL OF INSECT IN MAIZE ?,6
82730,Plz.Give me weather information district Jhansi block Gursarai?,8
85415,Asked about karur groundnut market information,5
7064,FLOWER DROPPING IN POMEGRANATE TREE,6
19263,TELL ME INSECT CONTROL IN ctton ?,6
51890,Asked about fertilizer dose of onion ?,1
13405,Insect problem in papaya?,6
11468,Weed Management control in free Field ?,8
53617,leaf folder in paddy  crop  ...?,2
100070,Asking about Leaf caterpillar management in chilly,6
90154,CONTROL OF LEAF  MINER IN CUCUMBER,6
11981,Tometo ki crope ki ropai ka time,0
2111,chandan ke ped ki jankari ke liye kisse sampark kare,0
10093,sowing time of beetroot..?,0
79347,Farmer want to know information about how to control caterpillar in cauliflower?,6
70951,TELL ME ABOUT PEST CONTROL IN CASTOR ?,6
64930,Asking about Agricultural Engineering Department phone number(Nagapattinam district),3
37965,Asking about weather forecast?,9
49071,MSAMB TOLL FREE NO. -,4
80619,TELL ME SHOOT FLY CONTROL N JOWAR ?,6
79045,Insect problem in aonla..?,6
20362,TELL ME WEATHER INFORMATION,2
99076,Weather forecasting for  district of champa dist ?,8
93702,Asked about groundnut Viruthachalam market rate,5
65772,ASKING ABOUT CONTROL OF FRUIT DROPPING IN MANGO,6
2453,kheera vikas nahi kar raha hai ?,5
45414,red striped disease in sugarcane..?,6
69201,WHEAT THRIPS PROBLEM IN WHEAT CROP,6
10378,information regarding posts in kisan call centre?,0
65846,dhan ke tane me kide ki samasaya hai ...?,6
38267,ATTACK OF CATERPILLAR ON SOYBEAN ?,6
71903,"Increase regarding how to control of white fly , aphids and any other  insects in cotton crop ?",6
83322,plant production,6
38395,TELL ME CONTACT NUMBER IN ADH JHALAWAR ?,2
8441,market ki jankari?,4
12849,Weed management problem in paddy?,9
30264,termaits control of paddy  ?,0
41531,pokka boeing in sugarcane,6
29968,GANNE ME KYA KARE,6
1109,weed management in free field.?,9
72641,Asking about Banana top dressing fertilizer management (except nendiran),1
75277,Variety of Bhindi (okra) information  ?,8
68542,leaf hopper in urd,6
23140,Fruitfly problem of pumpkin...?,6
43043,PLZ TELL ME MANDI RATE OF WHEAT,4
5008,TELL ME DIBACK CONTROL IN LEMON,6
48442,borer in chick pea,6
14360,Asking about Maize market rate,4
65250,Weed control in wheat?,0
9510,asking about mulberry root rot management,6
39688,what is sowing time of Napier grass,2
84379,ATTACK OF PINK BOLLWORM ON COTTON ?,8
49208,Asking about krishnagiri weather Report,8
39593,Asking about feed management for goats,7
5349,farmer want to know information about in about in weather?,8
40143,chane ki pattiya pili pad rahi hai aur jade kali pad ke sukh ja rah hai?,6
29950,GANNE KI FASAL KI PATTIYA PILEE PAR RAHI  HAI .....?,6
87142,Pod borer problem in gram..?,6
24076,Asking about boll warm management in cotton,6
89975,ASKING ABOUT WEATHER REPORT OF SAGAR  BLOCK IN 24 PARGANAS (SOUTH) DISTRICT,8
20510,Asking about Panchagavya ingredients and preparations,5
28256,Palnt protection in Papaya crop ?,6
47550,farmer wants to know information about weather for his Chhatarpur district?,8
78454,flower drop control in mango crop ?,6
65161,weed control in field ?,2
43310,problem of mango malformation ?,6
8105,how to increase growth of wheat?,1
43882,Asking about yellow mosaic virus in Bhendi,6
75824,ABOUT MAGNECIUM DEFICIENCY MANAGEMENT IN COTTON,5
51081,shoot borer in Paddy ?,6
74192,Weather i nformation...?,8
11508,Farmer need weather information of shajapur district  of madhya pradesh.?,8
81930,asking about marigold top dressing fertilizers,1
13245,TELL ME STEM BORER CONTROL IN BRINJA;,6
42508,TELL ME YELLOW RUST CONTROL IN  WHEAT ?,5
44864,ASKED ABOUT MARKET RATE OF GRAM ?,4
89090,Variety of Cauliflower ?,6
91908,plant protection in sugarcane crop...?,6
54207,menthe me dimac lagi hai,6
11903,green gram pod borer management,6
15643,asking about how to stop continuous call for agriculture sector,6
70001,FERTILZER REQUIREMENT IN MAIZE IN 1.5 MONTH,2
99415,Asking about district forest department contact number,3
92915,Dose of Glaiphoset in fild?,9
476,TELL ME SUBCIDICE ON BEEKEEPING,3
74322,Farmer needs information regarding weather information for ujjain  district of state Madhya pradesh?,8
24099,plantation distance of teak wood ?,0
45745,ASKING ABOUT APHID PROBLEM IN CUCUMBER,6
53393,black gram sowing season and variety,5
57918,lauki me fal gir rahe hai,6
10730,FUNGAL CONTROL IN PADDY ?,6
39175,asking about Alternaria Blight in Castor,6
56389,nutrient management in watermelon?,5
64813,mausamki jankary,8
21480,Asking about pumpkin top dressing fertilizer management,6
23685,Information regarding how to control mosaic virus?,6
18993,variety information of moobng..?,7
57555,Farmer needs information regarding weather for Keolari BLOCK of state madhya pradesh?,8
31081,TELL ME ABOUT LEAF CONTROL IN GROUNDNUT ?,6
59275,urea ka rate batiye,3
66757,TELL ME WEATHER REPOT IN BARMER,8
54270,asked about stem rot of pointed gourd.,6
18321,TELL ME CONTROL MOLYA ROG IN WHEAT,2
37931,Attack of Thrips IN BLACK GRAM?,6
67028,Asking about tobacco caterpillar in Sesame,6
9567,information regarding varieties of carrot ?,0
18455,Ash Gourd Sowing season and Variety,5
95820,Asked about setts treatment details,5
91898,TELL ME ROOT ROT CONTROL IN GROUNDNUT  ?,6
67489,ASKED ABOUT ATTACK OF BLIGHT ON SOYBEAN ?,6
41612,Root borer in sugarcane?,2
90513,weed control in paddy...?,9
52709,asking about leaf blight control in paddy,6
100518,weed control in onion crops,8
99073,information for control yellow moisac in arvi crop?,5
46187,Information regarding Weed control in paddy  ?,9
66241,"mausam ke bare me bataye ,",8
26902,Tarmite problem in sugarcane ?,8
45361,Termite problem in Mentha crop...?,6
57293,Insect problem in cauliflower crop...?,6
15502,Farmer wants to know information about How to control of fungal attack in gram crop?,6
5743,TELL ME NUTRIENT MANAGEMENT IN WHEAT  ?,5
87363,growth and development of paddy corp ?,5
96810,TEL ME ABOUT FRUIT CONTROL IN LEMON ?,6
42277,information regarding for good growth in wheat ?,1
43977,ETAWAH WEATHER REPORT...?,8
19028,dhan ki bali me kide ki samasya hai ...?,6
50664,farmer want to know information about  weather of your Pandharpur  ?,8
6571,Information regarding weather in Ambala ?,2
19823,maize top dressing fertilizer management,1
3306,DHAN ME GROWTH KAISE HO.,6
40364,Black Pepper Climate and soil Requirement,0
71187,humani control,6
5104,TELL ME WEATEHRR REPORT IN BARMER,8
1094,tell me about pest control in ber,6
19144,aam ka pad sukhraha hai......?,6
35785,TELL ME VARITEY OF PAPAYA,5
51819,HOW TO CONTROL FUNJAL DISEASE IN PADDY ?,8
30902,pod borer control in redgram..?,6
66655,ASKING ABOUT NUTRIENT MANAGEMENT IN BAIL.,5
36710,how to improved growth in Cotton ?,6
9590,asking about udumalaipet weather report,8
51779,Asking about ash gourd yield level,6
68575,Control of stem borer in paddy crops ...?,6
96069,Information regarding control of weed in maize?,0
38734,Information of handpump ...?,0
36,TELL ME Mustard MSP rate With bonus,4
7248,information for yellow collar for paddy?,5
56827,farmer want to know information about seed treatment of colocasia ?,0
32776,IFFCO Tokiyo Genral insurance company,3
28470,TELL ME CONTROL cutworm,6
62042,Asking about Oil palm Harvesting stage,2
95660,sowing time of moong ?,2
73693,TELL ME CONTACT NUMBER ADH HANUMANGARH ?,2
12992,TELL ME INSECT CONTROL IN CHILLIES,8
66148,TELL ME ABOUT APHIDS CONTROL IN COTTON,6
66179,Attack of catterpiller IN COTTON?,6
50243,TELL ME RUST IN WHEAT,2
62170,Growth Sprayer IN SOYBEAN ?,5
39107,iformation of weather.....?,8
50746,Asking about solar pump information..,3
23421,information sesame ?,9
4079,Information regarding weather  in kaithal?,8
96392,ASKING ABOUT THE CULTURAL PRACTICES OF TARO(PAN)AND WEATHER REPORT.,0
35244,TELL ME ROOT ROT IN COTTON ?,6
3525,WANT TO KNOW ABOUT NUTRIENT MANAGEMENT OF BITTER GOURD,0
13120,ASKING ABOUT CONTROL OF APHID IN LENTIL,6
84005,tomato fruit borer ?,6
38433,"mausam ki jankari,",8
27336,Barseem Bihar hairy caterpillar,6
61739,Solar pump information.....?,3
30368,Asking About Market Rate of onion in solapur market?,4
80281,chana me fali chhedak lag gaya hai,6
94028,Farmer needs information regarding how to control sucking pest in      mustard crop?,6
39408,TERMITE IN PADDY,0
36640,Market information   ?,4
56505,About Weather information,8
65044,information about variety of sugarcane....?,7
3955,TELL ME ABOUT WEATHER FORECAST,8
15261,Asked about coconut market information,4
78917,farmer want to know information about how to control caterpillars in gram crop ?,6
13465,Requested to stop the kissan messages,8
5946,asking about storage pest management in maize,6
43196,TELL ME GRAM POD BORER CONTROL IN GRAM ?,6
30333,Asked about attack of suckling pest on soybean ?,6
98017,asking about Thiruppur district weather Report,8
26144,Weather information,3
38961,asking about bhendi Jassids management,6
42224,how to control SUCKING IN chillies ?,6
64280,Asking about weather report for ramanathapuram,8
41721,what is the using ratio of NPK 18-18-18,0
95429,Farmer  wants  to know information about how to control fruit & shoot borer in tomato crop?,6
57501,ASKING ABOUT MARKET RATE OF SOYBEAN ?,4
44266,variety of arhar,7
44810,Information regarding Weather in Chhachhrauli ?,8
38474,Pig problem in sugarcane crop ....?,0
95404,jute sowing time,0
26518,Farmer wants to know information about weather in betul district?,8
1325,asking about tiruvannamalai weather report,8
27651,BENGAN KI FASAL ME PODHE JHADI NUMA HO RAHE HAI ...?,6
58763,Farmer needs information regarding weather for Khilchipur Block of state madhya pradesh?,8
50056,weather of mandi,6
61794,Asking about tomato fertigation,5
37552,Asking about maize sowing season,1
53864,nutrient management...?,5
74733,aam ke paudhe par kide ki samasya hai .....?,6
76719,TELL ME ABOUT MANDI RATE OF TARAMIRA ?,4
1401,Farmer needs information regarding for  chhindwara   dist. Of state madhya pradesh?,8
100362,farmer want to know information about  weather of your jhansi district ?,8
88393,flower droping control of pomegranate ?,6
35416,Weather information of Muzaffarnagar ?,8
11080,Lahsun ke jad me sadan ho rahi hai ?,6
55009,lauki me coller rotting lagi hai,6
51894,asking about banana mealybug management,6
49327,TUBAL LAGWANA HAI,3
64690,asking about leaf spot symptoms  in paddy,6
41939,TERMITES CONTROL IN GROUND NUT CROP AT SOWING TIME,0
97601,"ASKING ABOUT WEATHER REPORT IN HOOGHLY ,PANDUA BLOCK.",8
71641,asking about planting spacing of banana,0
54056,TELL ME MICRO NUTRIENT MANAGEMENT IN DATEPALM ?,5
20243,weather information of meerut?,8
27988,Farmer wants to  know information about weather of Bhind district ?,8
51983,TELL ME SUBCIDICE IN SPRINKALER,3
14790,information about weather of rampur ?,8
19325,CONTROL OF COLD INJURY IN PADDY SEED BED.,6
33508,Farmer needs information regarding weather forecast for  manawar tehsil ?,8
61131,Asking About weather information ?,8
68433,YELLOWING OF WHEAT LEAVES ?,5
92397,Asking about foliar nutrient spray for brinjal,5
53145,Asking about Mango foliar application,5
82609,dhan ki fasal me tana jhulsa rog lag raha hai ....?,6
88548,APHIDS PROBLEM IN WHEAT,6
72051,Asked about control of wilt attack in cotton crop ?,6
26891,madhu makhi palan ki jankari leni hai,0
14513,urea ka sprey karana chahate hai ?,1
38665,CONTROL OF ANTHRACNOSE IN MANGO.,6
33552,gehu ka bhav ?,8
64491,farmer wants to know information about How to control caterpillars in soyabean crop?,6
19895,Ask about Gernal information for drip irrigation (subsidy),3
100575,Information regarding Spray dose of fruit development of  tomato ?,0
62420,Bakanae control in paddy crop.....?,6
24947,how to controle damping off in tomato crops?,0
35541,INFORMATION ABOUT  WEATHER OF CHANDAULI ?,8
48128,farmer want to know information about  how to increase growth of  bhindi ?,6
37729,ASKING ABOUT MICRO NUTRIENT DEFICIENCY IN CABBAGE.,5
14327,NUTRIENT DEFICIENCY,6
30684,Fertilizer information  of groundnut....?,1
29658,TELL ME CONTROL OF FLOWER DROPING mango ?,1
27675,disease control in mustard?,8
75987,Asked about onion increase yield,5
21610,"Asking about Paddy stem borer ,leaf folder management",6
81461,TELL ME ???? ?????? ????? ?? ?????? ?,3
67695,INFORMATION OF KRISHI MELA IN HISAR ?,3
73635,Farmer needs information regarding flower increase in blackgram?,5
72041,tell me insect control in papaya plants,6
73697,wanta a license of pesticide shop?,3
12151,FERTILIZER APPLY IN PADDY ?,1
20036,TELL ME CONTACT IN BEEKEEPING ?,3
8683,Asking about Commercial rose planting spacing,2
38232,ASking about Kancheepuram weather Report,8
51564,Farmer wants to know about how to control fungal attack in  crop?,6
99739,Protective spray for cotton?,6
43213,TEL ME WEED CONTROL IN groundnut ?,9
29387,ASk about fertilizer,5
81531,Paddy Dry seed treatment,0
64112,varities of carrot,6
29622,TELL ME WEEDICIDE FOR PADDY ?,8
96386,VARIETY OF TORIA,7
85266,what i do for control by phalaris minor (gehun ka mama) and broad leaves weeds in wheat crop?,9
65614,Information about weather ?,2
43831,"ASKING ABOUT WEATHER REPORT IN PURULIA,HURA BLOCK.",8
3864,Asked about cashew premature fruit rot management,6
83840,Fruit and shoot borer in brinjal crop....?,6
27688,pest problem in mustard ?,6
95799,Asking about Root rot in coconut,6
58143,information regarding Blast Disease in paddy ?,6
88063,kya urea ke  sath zink mila skate hai ?,1
42098,SUGARCANE KI JANKARI,2
95213,Khet me aag lag gayi thi ?,8
67871,Farmer  wants  to know information about how to control weeds in paddy  crop?,9
12684,Farmer wants to know about Weather forecasting for your  Umreth tehsil of Madhya Pradesh?,8
42041,KISAN CREDIT CARD,8
61884,FARMER ASKED FERTILIZER APPLICATION FOR POMEGRANATE ?,1
27395,ASKING ABOUT CONTROL OF CATERPILLAR IN SUNFLOWER.,6
50074,TELL ME CONTROL OF FLOWER DROPPING IN CHILLIES ?,6
25256,varaiti of foddercrop.......?,7
70596,GROWTTH DELAY IN MARIGOLD,6
20700,rotavator par anudan ka liye,3
92973,"Information regarding ho to control becterial blight,willt or root rot in cotton crop ?",6
77943,TELL ME CONTROL OF FLOWER DROPING IIN CITRUS ?,5
34425,"ASKING ABOUT WEATHER REPORT IN MALDAH,HARISHCHANDRAPUR-I BLOCK.",8
9272,chane me soondi laga hai?,6
92971,farmer wants to knows information about weather forecasting,2
35364,information of wether...?,8
44188,Information regarding weather in jind ?,1
77265,Asking about Tinda sowing season and vareities,0
99795,nutrient management in bhindi..?,5
77444,asking about cumbu sowing season and varieties,7
86221,variety name of maze ....?,7
49461,farmer want to know information about How to control thrip in onion crop ?,6
30106,ALLAHABAD KA MAUSAM...?,8
68183,Seed treatment of potato..?,6
62287,Information regarding weather in    sirsa?,8
73997,plant protection in paddy ?,1
97083,Asking about groundnut market price,4
85949,TELL ME FLOWER DROP CONTROL IN POMOGRANATE ?,6
18533,ASKING ABOUT CULTIVATION OF MANFO,2
65412,aphid  insect problem  in  wheat,6
38501,ASKED ABOUT MARIGOLD GROWTH SPRAY?,5
58677,asking about sesamum suitable varieties,0
835,information regarding control of weeds in paddy nursery?,9
50004,mousam vibhag ka tool free number de?,0
23423,Asking about pudukottai  kvk contact number,0
40949,asking about foliar application in water melon,5
58428,asking about Groundnut seed treatement,0
84419,Asking about Trichy sericulture department contact number,3
18517,information about wilt bengal gram?,6
61636,Fertilzer use in Sugarcane crop....?,1
24784,information regarding weather forecasting?,9
56755,ASKED ABOUT FERTILIZER DOSE FOR BEANS ?,1
53970,Asking about Thiruvannamalai today weather Report,8
10309,asking about sucking pests in  ashgourd,6
81195,TELL ME PES CONTROL OF COTTON,5
96015,insect problem in Bengal gram..?,6
75827,Asking about Thanjavur district rainfall information,8
27332,information of mango crops..?,6
92463,Information REGARDING CONTACT NUMBER OF PAU?,0
43391,TELL ME PEST CONTROL IN GARLIC,6
18194,Information regarding weather in Narwana ?,8
